image,mask
dataset/activefire/images/patches/LC08_L1TP_179067_20200811_20200811_01_RT_p00420.tif,dataset/activefire/masks/voting/LC08_L1TP_179067_20200811_20200811_01_RT_voting_p00420.tif
dataset/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00837.tif,dataset/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00837.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_06912.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_06912.png
dataset/activefire/images/patches/LC08_L1TP_103068_20200823_20200823_01_RT_p00554.tif,dataset/activefire/masks/voting/LC08_L1TP_103068_20200823_20200823_01_RT_voting_p00554.tif
dataset/activefire/images/patches/LC08_L1TP_119014_20200807_20200807_01_RT_p00412.tif,dataset/activefire/masks/voting/LC08_L1TP_119014_20200807_20200807_01_RT_voting_p00412.tif
dataset/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00494.tif,dataset/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00494.tif
dataset/activefire/images/patches/LC08_L1TP_117017_20200809_20200809_01_RT_p00852.tif,dataset/activefire/masks/voting/LC08_L1TP_117017_20200809_20200809_01_RT_voting_p00852.tif
dataset/activefire/images/patches/LC08_L1TP_128014_20200822_20200822_01_RT_p00354.tif,dataset/activefire/masks/voting/LC08_L1TP_128014_20200822_20200822_01_RT_voting_p00354.tif
dataset/activefire/images/patches/LC08_L1TP_230066_20200816_20200816_01_RT_p00706.tif,dataset/activefire/masks/voting/LC08_L1TP_230066_20200816_20200816_01_RT_voting_p00706.tif
dataset/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p01000.tif,dataset/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p01000.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05376_03328.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05376_03328.png
dataset/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_03584_03840.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_03584_03840.png
dataset/activefire/images/patches/LC08_L1TP_227066_20200811_20200811_01_RT_p00505.tif,dataset/activefire/masks/voting/LC08_L1TP_227066_20200811_20200811_01_RT_voting_p00505.tif
dataset/activefire/images/patches/LC08_L1TP_135014_20200823_20200823_01_RT_p00391.tif,dataset/activefire/masks/voting/LC08_L1TP_135014_20200823_20200823_01_RT_voting_p00391.tif
dataset/activefire/images/patches/LC08_L1TP_195035_20200811_20200812_01_RT_p00815.tif,dataset/activefire/masks/voting/LC08_L1TP_195035_20200811_20200812_01_RT_voting_p00815.tif
dataset/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00302.tif,dataset/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00302.tif
dataset/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00238.tif,dataset/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00238.tif
dataset/activefire/images/patches/LC08_L1TP_124050_20200826_20200826_01_RT_p00605.tif,dataset/activefire/masks/voting/LC08_L1TP_124050_20200826_20200826_01_RT_voting_p00605.tif
dataset/activefire/images/patches/LC08_L1TP_044032_20200825_20200826_01_RT_p00606.tif,dataset/activefire/masks/voting/LC08_L1TP_044032_20200825_20200826_01_RT_voting_p00606.tif
dataset/Land8Fire/images/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_05632_03072.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_05632_03072.png
dataset/activefire/images/patches/LC08_L1TP_098069_20200820_20200820_01_RT_p00617.tif,dataset/activefire/masks/voting/LC08_L1TP_098069_20200820_20200820_01_RT_voting_p00617.tif
dataset/activefire/images/patches/LC08_L1TP_172067_20200810_20200810_01_RT_p00273.tif,dataset/activefire/masks/voting/LC08_L1TP_172067_20200810_20200810_01_RT_voting_p00273.tif
dataset/activefire/images/patches/LC08_L1TP_117014_20200809_20200809_01_RT_p00876.tif,dataset/activefire/masks/voting/LC08_L1TP_117014_20200809_20200809_01_RT_voting_p00876.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00469.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00469.tif
dataset/activefire/images/patches/LC08_L1TP_166067_20200816_20200816_01_RT_p00413.tif,dataset/activefire/masks/voting/LC08_L1TP_166067_20200816_20200816_01_RT_voting_p00413.tif
dataset/activefire/images/patches/LC08_L1TP_045031_20200816_20200816_01_RT_p00087.tif,dataset/activefire/masks/voting/LC08_L1TP_045031_20200816_20200816_01_RT_voting_p00087.tif
dataset/activefire/images/patches/LC08_L1TP_128014_20200822_20200822_01_RT_p00744.tif,dataset/activefire/masks/voting/LC08_L1TP_128014_20200822_20200822_01_RT_voting_p00744.tif
dataset/activefire/images/patches/LC08_L1TP_122013_20200812_20200812_01_RT_p00846.tif,dataset/activefire/masks/voting/LC08_L1TP_122013_20200812_20200812_01_RT_voting_p00846.tif
dataset/activefire/images/patches/LC08_L1TP_136019_20200830_20200830_01_RT_p00675.tif,dataset/activefire/masks/voting/LC08_L1TP_136019_20200830_20200830_01_RT_voting_p00675.tif
dataset/activefire/images/patches/LC08_L1TP_181031_20200809_20200809_01_RT_p00107.tif,dataset/activefire/masks/voting/LC08_L1TP_181031_20200809_20200809_01_RT_voting_p00107.tif
dataset/activefire/images/patches/LC08_L1TP_136017_20200830_20200830_01_RT_p00442.tif,dataset/activefire/masks/voting/LC08_L1TP_136017_20200830_20200830_01_RT_voting_p00442.tif
dataset/activefire/images/patches/LC08_L1TP_133015_20200825_20200825_01_RT_p00181.tif,dataset/activefire/masks/voting/LC08_L1TP_133015_20200825_20200825_01_RT_voting_p00181.tif
dataset/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00706.tif,dataset/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00706.tif
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_03328_01280.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_03328_01280.png
dataset/activefire/images/patches/LC08_L1TP_174069_20200808_20200808_01_RT_p00287.tif,dataset/activefire/masks/voting/LC08_L1TP_174069_20200808_20200808_01_RT_voting_p00287.tif
dataset/activefire/images/patches/LC08_L1TP_120017_20200830_20200830_01_RT_p00936.tif,dataset/activefire/masks/voting/LC08_L1TP_120017_20200830_20200830_01_RT_voting_p00936.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_04608_03072.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_04608_03072.png
dataset/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p00967.tif,dataset/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p00967.tif
dataset/activefire/images/patches/LC08_L1TP_139017_20200819_20200819_01_RT_p00693.tif,dataset/activefire/masks/voting/LC08_L1TP_139017_20200819_20200819_01_RT_voting_p00693.tif
dataset/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00413.tif,dataset/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00413.tif
dataset/activefire/images/patches/LC08_L1TP_119016_20200823_20200823_01_RT_p00871.tif,dataset/activefire/masks/voting/LC08_L1TP_119016_20200823_20200823_01_RT_voting_p00871.tif
dataset/activefire/images/patches/LC08_L1TP_224067_20200806_20200807_01_RT_p00513.tif,dataset/activefire/masks/voting/LC08_L1TP_224067_20200806_20200807_01_RT_voting_p00513.tif
dataset/activefire/images/patches/LC08_L1TP_173070_20200817_20200817_01_RT_p00145.tif,dataset/activefire/masks/voting/LC08_L1TP_173070_20200817_20200817_01_RT_voting_p00145.tif
dataset/activefire/images/patches/LC08_L1TP_175070_20200815_20200815_01_RT_p00514.tif,dataset/activefire/masks/voting/LC08_L1TP_175070_20200815_20200815_01_RT_voting_p00514.tif
dataset/activefire/images/patches/LC08_L1TP_122015_20200828_20200828_01_RT_p00817.tif,dataset/activefire/masks/voting/LC08_L1TP_122015_20200828_20200828_01_RT_voting_p00817.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00237.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00237.tif
dataset/activefire/images/patches/LC08_L1TP_172069_20200810_20200810_01_RT_p00507.tif,dataset/activefire/masks/voting/LC08_L1TP_172069_20200810_20200810_01_RT_voting_p00507.tif
dataset/activefire/images/patches/LC08_L1TP_128016_20200822_20200822_01_RT_p00273.tif,dataset/activefire/masks/voting/LC08_L1TP_128016_20200822_20200822_01_RT_voting_p00273.tif
dataset/activefire/images/patches/LC08_L1TP_135019_20200823_20200823_01_RT_p00817.tif,dataset/activefire/masks/voting/LC08_L1TP_135019_20200823_20200823_01_RT_voting_p00817.tif
dataset/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03840_03072.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03840_03072.png
dataset/activefire/images/patches/LC08_L1TP_128013_20200822_20200822_01_RT_p00162.tif,dataset/activefire/masks/voting/LC08_L1TP_128013_20200822_20200822_01_RT_voting_p00162.tif
dataset/activefire/images/patches/LC08_L1TP_120016_20200814_20200814_01_RT_p00381.tif,dataset/activefire/masks/voting/LC08_L1TP_120016_20200814_20200814_01_RT_voting_p00381.tif
dataset/activefire/images/patches/LC08_L1TP_119016_20200823_20200823_01_RT_p00870.tif,dataset/activefire/masks/voting/LC08_L1TP_119016_20200823_20200823_01_RT_voting_p00870.tif
dataset/activefire/images/patches/LC08_L1TP_172068_20200810_20200810_01_RT_p00769.tif,dataset/activefire/masks/voting/LC08_L1TP_172068_20200810_20200810_01_RT_voting_p00769.tif
dataset/activefire/images/patches/LC08_L1TP_040038_20200813_20200814_01_RT_p00816.tif,dataset/activefire/masks/voting/LC08_L1TP_040038_20200813_20200814_01_RT_voting_p00816.tif
dataset/activefire/images/patches/LC08_L1TP_169062_20200821_20200821_01_RT_p00139.tif,dataset/activefire/masks/voting/LC08_L1TP_169062_20200821_20200821_01_RT_voting_p00139.tif
dataset/activefire/images/patches/LC08_L1TP_223063_20200815_20200815_01_RT_p00396.tif,dataset/activefire/masks/voting/LC08_L1TP_223063_20200815_20200815_01_RT_voting_p00396.tif
dataset/activefire/images/patches/LC08_L1TP_119029_20200807_20200807_01_RT_p00738.tif,dataset/activefire/masks/voting/LC08_L1TP_119029_20200807_20200807_01_RT_voting_p00738.tif
dataset/activefire/images/patches/LC08_L1TP_138017_20200828_20200828_01_RT_p00757.tif,dataset/activefire/masks/voting/LC08_L1TP_138017_20200828_20200828_01_RT_voting_p00757.tif
dataset/activefire/images/patches/LC08_L1TP_136017_20200830_20200830_01_RT_p00411.tif,dataset/activefire/masks/voting/LC08_L1TP_136017_20200830_20200830_01_RT_voting_p00411.tif
dataset/activefire/images/patches/LC08_L1TP_042034_20200827_20200827_01_RT_p00266.tif,dataset/activefire/masks/voting/LC08_L1TP_042034_20200827_20200827_01_RT_voting_p00266.tif
dataset/activefire/images/patches/LC08_L1TP_136016_20200830_20200830_01_RT_p00657.tif,dataset/activefire/masks/voting/LC08_L1TP_136016_20200830_20200830_01_RT_voting_p00657.tif
dataset/activefire/images/patches/LC08_L1TP_137019_20200821_20200821_01_RT_p00371.tif,dataset/activefire/masks/voting/LC08_L1TP_137019_20200821_20200821_01_RT_voting_p00371.tif
dataset/activefire/images/patches/LC08_L1TP_139013_20200819_20200819_01_RT_p00789.tif,dataset/activefire/masks/voting/LC08_L1TP_139013_20200819_20200819_01_RT_voting_p00789.tif
dataset/activefire/images/patches/LC08_L1TP_227083_20200811_20200811_01_RT_p00487.tif,dataset/activefire/masks/voting/LC08_L1TP_227083_20200811_20200811_01_RT_voting_p00487.tif
dataset/activefire/images/patches/LC08_L1TP_166068_20200816_20200816_01_RT_p00578.tif,dataset/activefire/masks/voting/LC08_L1TP_166068_20200816_20200816_01_RT_voting_p00578.tif
dataset/activefire/images/patches/LC08_L1TP_133015_20200825_20200825_01_RT_p00311.tif,dataset/activefire/masks/voting/LC08_L1TP_133015_20200825_20200825_01_RT_voting_p00311.tif
dataset/activefire/images/patches/LC08_L1TP_103068_20200823_20200823_01_RT_p00580.tif,dataset/activefire/masks/voting/LC08_L1TP_103068_20200823_20200823_01_RT_voting_p00580.tif
dataset/activefire/images/patches/LC08_L1TP_125039_20200817_20200817_01_RT_p00726.tif,dataset/activefire/masks/voting/LC08_L1TP_125039_20200817_20200817_01_RT_voting_p00726.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_01024_06144.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_01024_06144.png
dataset/activefire/images/patches/LC08_L1TP_132019_20200818_20200818_01_RT_p00120.tif,dataset/activefire/masks/voting/LC08_L1TP_132019_20200818_20200818_01_RT_voting_p00120.tif
dataset/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00444.tif,dataset/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00444.tif
dataset/activefire/images/patches/LC08_L1TP_001069_20200812_20200812_01_RT_p00854.tif,dataset/activefire/masks/voting/LC08_L1TP_001069_20200812_20200812_01_RT_voting_p00854.tif
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_03840_00768.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_03840_00768.png
dataset/activefire/images/patches/LC08_L1TP_034032_20200819_20200820_01_RT_p00415.tif,dataset/activefire/masks/voting/LC08_L1TP_034032_20200819_20200820_01_RT_voting_p00415.tif
dataset/activefire/images/patches/LC08_L1TP_099064_20200811_20200811_01_RT_p00255.tif,dataset/activefire/masks/voting/LC08_L1TP_099064_20200811_20200811_01_RT_voting_p00255.tif
dataset/activefire/images/patches/LC08_L1TP_169080_20200821_20200821_01_RT_p00601.tif,dataset/activefire/masks/voting/LC08_L1TP_169080_20200821_20200821_01_RT_voting_p00601.tif
dataset/activefire/images/patches/LC08_L1TP_106068_20200828_20200828_01_RT_p00419.tif,dataset/activefire/masks/voting/LC08_L1TP_106068_20200828_20200828_01_RT_voting_p00419.tif
dataset/activefire/images/patches/LC08_L1TP_166039_20200816_20200816_01_RT_p00416.tif,dataset/activefire/masks/voting/LC08_L1TP_166039_20200816_20200816_01_RT_voting_p00416.tif
dataset/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00442.tif,dataset/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00442.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_01280.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_01280.png
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03328_05376.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03328_05376.png
dataset/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00446.tif,dataset/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00446.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00206.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00206.tif
dataset/activefire/images/patches/LC08_L1TP_139019_20200819_20200819_01_RT_p00650.tif,dataset/activefire/masks/voting/LC08_L1TP_139019_20200819_20200819_01_RT_voting_p00650.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00646.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00646.tif
dataset/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p01002.tif,dataset/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p01002.tif
dataset/activefire/images/patches/LC08_L1TP_106070_20200828_20200828_01_RT_p00231.tif,dataset/activefire/masks/voting/LC08_L1TP_106070_20200828_20200828_01_RT_voting_p00231.tif
dataset/activefire/images/patches/LC08_L1TP_124017_20200826_20200826_01_RT_p00685.tif,dataset/activefire/masks/voting/LC08_L1TP_124017_20200826_20200826_01_RT_voting_p00685.tif
dataset/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00440.tif,dataset/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00440.tif
dataset/activefire/images/patches/LC08_L1TP_135014_20200807_20200807_01_RT_p00591.tif,dataset/activefire/masks/voting/LC08_L1TP_135014_20200807_20200807_01_RT_voting_p00591.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_05376.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_05376.png
dataset/activefire/images/patches/LC08_L1TP_106068_20200828_20200828_01_RT_p00204.tif,dataset/activefire/masks/voting/LC08_L1TP_106068_20200828_20200828_01_RT_voting_p00204.tif
dataset/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_05632_04352.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_05632_04352.png
dataset/activefire/images/patches/LC08_L1TP_118017_20200816_20200816_01_RT_p00572.tif,dataset/activefire/masks/voting/LC08_L1TP_118017_20200816_20200816_01_RT_voting_p00572.tif
dataset/activefire/images/patches/LC08_L1TP_135020_20200823_20200823_01_RT_p00472.tif,dataset/activefire/masks/voting/LC08_L1TP_135020_20200823_20200823_01_RT_voting_p00472.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03584_05632.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03584_05632.png
dataset/activefire/images/patches/LC08_L1TP_136017_20200830_20200830_01_RT_p00346.tif,dataset/activefire/masks/voting/LC08_L1TP_136017_20200830_20200830_01_RT_voting_p00346.tif
dataset/activefire/images/patches/LC08_L1TP_138017_20200828_20200828_01_RT_p00352.tif,dataset/activefire/masks/voting/LC08_L1TP_138017_20200828_20200828_01_RT_voting_p00352.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05888_03584.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05888_03584.png
dataset/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_00768_05632.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_00768_05632.png
dataset/activefire/images/patches/LC08_L1TP_227072_20200811_20200811_01_RT_p00660.tif,dataset/activefire/masks/voting/LC08_L1TP_227072_20200811_20200811_01_RT_voting_p00660.tif
dataset/activefire/images/patches/LC08_L1TP_139014_20200819_20200819_01_RT_p01034.tif,dataset/activefire/masks/voting/LC08_L1TP_139014_20200819_20200819_01_RT_voting_p01034.tif
dataset/activefire/images/patches/LC08_L1TP_227077_20200811_20200811_01_RT_p00702.tif,dataset/activefire/masks/voting/LC08_L1TP_227077_20200811_20200811_01_RT_voting_p00702.tif
dataset/activefire/images/patches/LC08_L1TP_166068_20200816_20200816_01_RT_p00269.tif,dataset/activefire/masks/voting/LC08_L1TP_166068_20200816_20200816_01_RT_voting_p00269.tif
dataset/activefire/images/patches/LC08_L1TP_128014_20200822_20200822_01_RT_p00383.tif,dataset/activefire/masks/voting/LC08_L1TP_128014_20200822_20200822_01_RT_voting_p00383.tif
dataset/activefire/images/patches/LC08_L1TP_183034_20200823_20200823_01_RT_p00244.tif,dataset/activefire/masks/voting/LC08_L1TP_183034_20200823_20200823_01_RT_voting_p00244.tif
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03584_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03584_02304.png
dataset/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_02560_05120.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_02560_05120.png
dataset/activefire/images/patches/LC08_L1TP_175072_20200815_20200815_01_RT_p00817.tif,dataset/activefire/masks/voting/LC08_L1TP_175072_20200815_20200815_01_RT_voting_p00817.tif
dataset/activefire/images/patches/LC08_L1TP_175072_20200815_20200815_01_RT_p00324.tif,dataset/activefire/masks/voting/LC08_L1TP_175072_20200815_20200815_01_RT_voting_p00324.tif
dataset/activefire/images/patches/LC08_L1TP_175071_20200815_20200815_01_RT_p00396.tif,dataset/activefire/masks/voting/LC08_L1TP_175071_20200815_20200815_01_RT_voting_p00396.tif
dataset/activefire/images/patches/LC08_L1TP_130015_20200820_20200820_01_RT_p00820.tif,dataset/activefire/masks/voting/LC08_L1TP_130015_20200820_20200820_01_RT_voting_p00820.tif
dataset/activefire/images/patches/LC08_L1TP_126052_20200824_20200824_01_RT_p00512.tif,dataset/activefire/masks/voting/LC08_L1TP_126052_20200824_20200824_01_RT_voting_p00512.tif
dataset/activefire/images/patches/LC08_L1TP_169066_20200821_20200821_01_RT_p00502.tif,dataset/activefire/masks/voting/LC08_L1TP_169066_20200821_20200821_01_RT_voting_p00502.tif
dataset/activefire/images/patches/LC08_L1TP_135016_20200807_20200807_01_RT_p00799.tif,dataset/activefire/masks/voting/LC08_L1TP_135016_20200807_20200807_01_RT_voting_p00799.tif
dataset/activefire/images/patches/LC08_L1TP_101072_20200825_20200825_01_RT_p00344.tif,dataset/activefire/masks/voting/LC08_L1TP_101072_20200825_20200825_01_RT_voting_p00344.tif
dataset/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00252.tif,dataset/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00252.tif
dataset/activefire/images/patches/LC08_L1TP_135019_20200823_20200823_01_RT_p00550.tif,dataset/activefire/masks/voting/LC08_L1TP_135019_20200823_20200823_01_RT_voting_p00550.tif
dataset/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00803.tif,dataset/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00803.tif
dataset/activefire/images/patches/LC08_L1TP_169024_20200821_20200821_01_RT_p00593.tif,dataset/activefire/masks/voting/LC08_L1TP_169024_20200821_20200821_01_RT_voting_p00593.tif
dataset/activefire/images/patches/LC08_L1TP_227071_20200811_20200811_01_RT_p00678.tif,dataset/activefire/masks/voting/LC08_L1TP_227071_20200811_20200811_01_RT_voting_p00678.tif
dataset/activefire/images/patches/LC08_L1TP_119014_20200807_20200807_01_RT_p00207.tif,dataset/activefire/masks/voting/LC08_L1TP_119014_20200807_20200807_01_RT_voting_p00207.tif
dataset/Land8Fire/images/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_02816_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_02816_02304.png
dataset/activefire/images/patches/LC08_L1TP_169066_20200821_20200821_01_RT_p00380.tif,dataset/activefire/masks/voting/LC08_L1TP_169066_20200821_20200821_01_RT_voting_p00380.tif
dataset/activefire/images/patches/LC08_L1TP_035033_20200810_20200810_01_RT_p00232.tif,dataset/activefire/masks/voting/LC08_L1TP_035033_20200810_20200810_01_RT_voting_p00232.tif
dataset/activefire/images/patches/LC08_L1TP_175034_20200815_20200815_01_RT_p00575.tif,dataset/activefire/masks/voting/LC08_L1TP_175034_20200815_20200815_01_RT_voting_p00575.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02816_06656.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02816_06656.png
dataset/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00316.tif,dataset/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00316.tif
dataset/activefire/images/patches/LC08_L1TP_179067_20200811_20200811_01_RT_p00449.tif,dataset/activefire/masks/voting/LC08_L1TP_179067_20200811_20200811_01_RT_voting_p00449.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00280.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00280.tif
dataset/activefire/images/patches/LC08_L1TP_128016_20200822_20200822_01_RT_p00360.tif,dataset/activefire/masks/voting/LC08_L1TP_128016_20200822_20200822_01_RT_voting_p00360.tif
dataset/activefire/images/patches/LC08_L1TP_143018_20200815_20200815_01_RT_p00907.tif,dataset/activefire/masks/voting/LC08_L1TP_143018_20200815_20200815_01_RT_voting_p00907.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06656_03584.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06656_03584.png
dataset/activefire/images/patches/LC08_L1TP_163055_20200811_20200811_01_RT_p00139.tif,dataset/activefire/masks/voting/LC08_L1TP_163055_20200811_20200811_01_RT_voting_p00139.tif
dataset/activefire/images/patches/LC08_L1TP_168073_20200830_20200830_01_RT_p00693.tif,dataset/activefire/masks/voting/LC08_L1TP_168073_20200830_20200830_01_RT_voting_p00693.tif
dataset/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_06400_04864.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_06400_04864.png
dataset/activefire/images/patches/LC08_L1TP_134019_20200816_20200816_01_RT_p00657.tif,dataset/activefire/masks/voting/LC08_L1TP_134019_20200816_20200816_01_RT_voting_p00657.tif
dataset/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02560_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02560_01536.png
dataset/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00490.tif,dataset/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00490.tif
dataset/activefire/images/patches/LC08_L1TP_170077_20200812_20200812_01_RT_p00877.tif,dataset/activefire/masks/voting/LC08_L1TP_170077_20200812_20200812_01_RT_voting_p00877.tif
dataset/activefire/images/patches/LC08_L1TP_174066_20200808_20200808_01_RT_p00786.tif,dataset/activefire/masks/voting/LC08_L1TP_174066_20200808_20200808_01_RT_voting_p00786.tif
dataset/Land8Fire/images/patches/LC08_L1TP_175074_20200916_20200916_01_RT_patch_03328_01024.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_175074_20200916_20200916_01_RT_patch_03328_01024.png
dataset/activefire/images/patches/LC08_L1TP_101072_20200825_20200825_01_RT_p00345.tif,dataset/activefire/masks/voting/LC08_L1TP_101072_20200825_20200825_01_RT_voting_p00345.tif
dataset/activefire/images/patches/LC08_L1TP_135020_20200823_20200823_01_RT_p00648.tif,dataset/activefire/masks/voting/LC08_L1TP_135020_20200823_20200823_01_RT_voting_p00648.tif
